elapsed_s,gpu_memory_mib,wsl_rss_kib,wsl_rss_source,wsl_swap_kib,minor_faults,major_faults,fault_processes,pcie_rx_mib_s,pcie_tx_mib_s
105.447,31555.0,77205836,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
106.481,31555.0,77272248,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
107.514,31807.0,77120792,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
108.546,31071.0,77086112,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
109.583,31107.0,77076052,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
110.616,31107.0,77371044,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
111.652,31107.0,77644408,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
112.684,31107.0,77483120,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
113.719,31107.0,77513248,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
114.753,31107.0,77500252,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
115.786,31107.0,77225808,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
116.82,31107.0,77036928,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
117.853,31107.0,76981496,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
118.886,31107.0,76965020,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
119.919,31107.0,76944736,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
120.954,31107.0,77034992,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
121.989,31107.0,77122680,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
123.025,31107.0,77094764,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
124.058,31107.0,77095412,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
125.092,31107.0,77078300,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
126.124,31199.0,76985820,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
127.162,31199.0,77689328,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
