elapsed_s,gpu_memory_mib,wsl_rss_kib,wsl_rss_source,wsl_swap_kib,minor_faults,major_faults,fault_processes,pcie_rx_mib_s,pcie_tx_mib_s
253.976,29607.0,74598896,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
255.023,29607.0,74598860,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
256.061,29607.0,74588160,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
257.09,29607.0,74576896,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
258.129,29607.0,74574376,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
259.16,29607.0,74575100,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
260.196,29607.0,74589456,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
261.236,29608.0,74589436,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
262.275,29606.0,74586476,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
263.314,29606.0,74586928,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
264.358,29606.0,74579208,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
265.389,29606.0,74585868,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
266.423,29608.0,74600528,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
267.456,29607.0,74599332,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
268.495,29607.0,74614216,WSL MemTotal-MemAvailable fallback,0,19040609,11380,4,,
269.537,29608.0,74607280,WSL MemTotal-MemAvailable fallback,0,19040610,11380,4,,
270.567,29608.0,74583956,WSL MemTotal-MemAvailable fallback,0,19040610,11380,4,,
271.605,29608.0,74580444,WSL MemTotal-MemAvailable fallback,0,19040610,11380,4,,
272.637,29608.0,74568576,WSL MemTotal-MemAvailable fallback,0,19040611,11380,4,,
273.679,29608.0,74575840,WSL MemTotal-MemAvailable fallback,0,19040611,11380,4,,
274.715,29609.0,74576060,WSL MemTotal-MemAvailable fallback,0,19040614,11380,4,,
275.747,29609.0,74590228,WSL MemTotal-MemAvailable fallback,0,19040614,11380,4,,
276.784,29609.0,74573692,WSL MemTotal-MemAvailable fallback,0,19040614,11380,4,,
277.826,29609.0,74561004,WSL MemTotal-MemAvailable fallback,0,19040615,11380,4,,
278.856,29609.0,74563248,WSL MemTotal-MemAvailable fallback,0,19040615,11380,4,,
279.896,29609.0,74563992,WSL MemTotal-MemAvailable fallback,0,19040615,11380,4,,
280.926,29609.0,74578488,WSL MemTotal-MemAvailable fallback,0,19040615,11380,4,,
281.967,29609.0,74595124,WSL MemTotal-MemAvailable fallback,0,19040615,11380,4,,
283.0,30009.0,74636184,WSL MemTotal-MemAvailable fallback,0,19048951,11380,4,,
284.031,30049.0,74620224,WSL MemTotal-MemAvailable fallback,0,19048951,11380,4,,
285.063,30049.0,74610980,WSL MemTotal-MemAvailable fallback,0,19048951,11380,4,,
286.104,30049.0,74617476,WSL MemTotal-MemAvailable fallback,0,19048951,11380,4,,
287.141,30049.0,74632868,WSL MemTotal-MemAvailable fallback,0,19048956,11380,4,,
288.172,30049.0,74631484,WSL MemTotal-MemAvailable fallback,0,19048956,11380,4,,
